"year","DOY","Date","Rain","Tair","RH","RAD","Pressure","WindSpeed","CO2","DegreeDays","PAR","FDiff","VPD","Tmax","Tmin"
NA,186,"2008-07-04",31.7,21.671,88.829,14.753,898.77,0.607,384.8,11.671,7.082,0.429,3.343,26.95,18.26
NA,187,"2008-07-05",11.65,20.381,85.699,11.273,898.77,0.672,384.8,10.381,5.411,0.472,3.875,26.33,17.43
NA,188,"2008-07-06",14,19.155,90.073,8.421,898.77,0.421,384.8,9.155,4.042,0.488,2.381,26.48,16.57
NA,189,"2008-07-07",8.37,19.423,86.37,15.135,898.77,0.548,384.8,9.423,7.265,0.419,3.367,26.15,16.18
NA,190,"2008-07-08",38.61,18.852,96.189,6.109,898.77,0.285,384.8,8.852,2.932,0.514,0.874,22.6,17.64
NA,191,"2008-07-09",4.56,20.078,94.862,8.075,898.77,0.326,384.8,10.078,3.876,0.498,1.291,23.91,17.81
NA,192,"2008-07-10",57.95,20.626,90.644,14.881,898.77,0.667,384.8,10.626,7.143,0.429,2.639,26.99,16.05
NA,193,"2008-07-11",0.9,20.92,90.359,14.98,898.77,0.397,384.8,10.92,7.19,0.402,2.747,28.44,17.3
NA,194,"2008-07-12",0.36,22.543,83.992,23.033,898.77,0.781,384.8,12.543,11.056,0.302,5.039,28.65,16.76
NA,195,"2008-07-13",0.18,22.414,84.383,19.244,898.77,0.695,384.8,12.414,9.237,0.347,4.817,27.94,17.47
NA,196,"2008-07-14",29.86,22.809,86.201,16.566,898.77,0.643,384.8,12.809,7.952,0.375,4.462,28.3,19.27
NA,197,"2008-07-15",7.64,20.621,90.175,6.403,898.77,0.452,384.8,10.621,3.073,0.496,2.545,25.18,17.47
NA,198,"2008-07-16",8.2,21.017,88.208,12.899,898.77,0.522,384.8,11.017,6.192,0.448,3.264,25.91,18.54
NA,199,"2008-07-17",0.95,21.039,84.807,12.463,898.77,0.418,384.8,11.039,5.982,0.454,3.973,27.09,15.78
NA,200,"2008-07-18",0.69,21.582,88.111,14.283,898.77,0.56,384.8,11.582,6.856,0.443,3.261,26.2,17.38
NA,201,"2008-07-19",0.28,22.09,86.284,16.882,898.77,0.536,384.8,12.09,8.103,0.362,3.971,26.95,18.69
NA,202,"2008-07-20",0,22.275,85.318,18.349,898.77,0.541,384.8,12.275,8.808,0.362,4.41,27.99,18.48
NA,203,"2008-07-21",2.57,21.846,87.745,14.259,898.77,0.484,384.8,11.846,6.844,0.404,3.529,27.73,18.67
NA,204,"2008-07-22",3.9,19.773,92.189,7.935,898.77,0.213,384.8,9.773,3.809,0.51,1.874,24.7,16.8
NA,205,"2008-07-23",10.43,20.165,86.269,16.977,898.77,0.62,384.8,10.165,8.149,0.387,3.772,26.37,15.09
NA,206,"2008-07-24",13.91,20.373,89.917,12.696,898.77,0.422,384.8,10.373,6.094,0.451,2.865,26.76,17.46
NA,207,"2008-07-25",0.9,20.424,91.432,14.035,897.849,0.659,384.8,10.424,6.737,0.432,2.321,24.69,17.54
NA,208,"2008-07-26",0.7,20.384,90.769,24.232,897.916,0.649,384.8,10.384,11.631,0.272,2.555,25.42,18.01
NA,209,"2008-07-27",9.77,20.685,90.268,11.549,897.215,0.375,384.8,10.685,5.543,0.478,2.702,27.61,17.41
NA,210,"2008-07-28",0,20.408,90.79,20.669,897.029,0.582,384.8,10.408,9.921,0.326,2.53,25.04,17.77
NA,211,"2008-07-29",0,18.923,97.051,22.677,896.576,0.72,384.8,8.923,10.885,0.289,0.647,21.96,17.54
NA,212,"2008-07-30",3.8,20.233,92.453,25.029,896.659,0.858,384.8,10.233,12.014,0.246,2.01,24.32,17.1
NA,213,"2008-07-31",3.76,20.72,90.748,18.06,896.122,0.688,384.8,10.72,8.669,0.382,2.604,25.64,16.74
NA,214,"2008-08-01",10.74,20.755,93.625,22.145,895.374,0.634,384.8,10.755,10.63,0.317,1.685,24.98,19.13
NA,215,"2008-08-02",0,18.606,97.081,14.241,895.308,0.484,384.8,8.606,6.836,0.439,0.626,19.71,17.56
NA,216,"2008-08-03",7.48,18.443,97.246,15.842,894.938,0.479,384.8,8.443,7.604,0.423,0.603,21.66,17
NA,217,"2008-08-04",14.58,19.363,88.426,11.474,895.868,0.363,384.8,9.363,5.508,0.474,2.781,22.88,16.26
NA,218,"2008-08-05",2.69,19.515,86.258,23.063,896.398,0.715,384.8,9.515,11.07,0.296,3.516,25.84,15.48
NA,219,"2008-08-06",0,21.229,83.533,8.741,896.357,0.318,384.8,11.229,4.195,0.498,5.048,27.35,16.33
NA,220,"2008-08-07",5.56,20.126,89.413,25.516,896.665,0.892,384.8,10.126,12.248,0.244,2.865,26.44,16.56
NA,221,"2008-08-08",3.44,20.755,84.272,15.095,896.22,0.51,384.8,10.755,7.246,0.422,4.665,27.11,16.22
NA,222,"2008-08-09",61.05,20.784,83.455,21.582,896.506,0.651,384.8,10.784,10.36,0.319,4.915,26.75,15.13
NA,223,"2008-08-10",0.14,21.037,81.966,17.822,897.917,0.554,384.8,11.037,8.554,0.374,5.533,27.04,16.13
NA,224,"2008-08-11",0,20.967,81.665,10.111,897.616,0.549,384.8,10.967,4.853,0.49,5.495,27.31,14.72
NA,225,"2008-08-12",0.57,21.046,85.415,20.817,897.439,0.693,384.8,11.046,9.992,0.354,4.535,27.22,16.33
NA,226,"2008-08-13",2.68,19.96,90.418,22.652,898.383,0.657,384.8,9.96,10.873,0.296,2.587,25.15,16.24
NA,227,"2008-08-14",2.11,20.359,88.92,23.705,897.782,0.706,384.8,10.359,11.379,0.29,3.142,25.13,16.5
NA,228,"2008-08-15",1.54,19.997,92.697,22.424,896.985,0.616,384.8,9.997,10.763,0.296,1.99,26.61,17.19
NA,229,"2008-08-16",0.95,20.595,87.48,14.79,897.02,0.548,384.8,10.595,7.099,0.44,3.691,26.59,16.5
NA,230,"2008-08-17",2.49,19.967,92.283,16.589,896.279,0.567,384.8,9.967,7.963,0.408,1.953,23.25,17.45
NA,231,"2008-08-18",0.38,21.823,85.536,18.991,894.906,0.634,384.8,11.822,9.116,0.352,4.562,27.08,16.3
NA,232,"2008-08-19",5.93,22.364,84.845,18.366,893.966,0.62,384.8,12.364,8.816,0.368,4.839,28.55,17.27
NA,233,"2008-08-20",4.21,22.467,83.252,16.597,895.323,0.533,384.8,12.467,7.966,0.399,5.368,30.2,17.17
NA,234,"2008-08-21",0.19,23.444,82.904,24.657,896.099,0.762,384.8,13.444,11.835,0.276,5.691,29.12,19
NA,235,"2008-08-22",0,21.173,89.551,9.685,895.779,0.451,384.8,11.173,4.649,0.469,2.847,27.12,17.87
NA,236,"2008-08-23",5.94,22.061,84.785,15.563,895.426,0.608,384.8,12.061,7.47,0.419,4.608,29.64,17.23
NA,237,"2008-08-24",0,20.526,90.22,8.176,895.936,0.324,384.8,10.526,3.924,0.515,2.44,24.29,17.38
NA,238,"2008-08-25",1.05,21.286,87.305,14.103,897.315,0.573,384.8,11.286,6.77,0.438,3.641,26.74,17.55
NA,239,"2008-08-26",0,21.829,83.136,21.815,897.337,0.777,384.8,11.829,10.471,0.313,5.278,28.65,16.04
NA,240,"2008-08-27",1.92,20.142,89.234,12.231,897.371,0.408,384.8,10.142,5.871,0.461,2.831,25.59,16.78
NA,241,"2008-08-28",2.13,19.697,89.149,12.22,898.165,0.56,384.8,9.697,5.866,0.457,2.715,24.34,15.79
NA,242,"2008-08-29",0.21,21.24,85.424,18.812,897.901,0.619,384.8,11.24,9.03,0.358,4.171,27.3,17.23
NA,243,"2008-08-30",33.09,21.15,84.117,22.648,897.174,0.708,384.8,11.15,10.871,0.296,4.877,28.79,15.69
NA,244,"2008-08-31",5.15,22.265,85.86,19.542,896.923,0.638,384.8,12.265,9.38,0.361,4.345,27.98,17.32
NA,245,"2008-09-01",0.63,22.173,84.863,19.959,896.477,0.64,384.8,12.173,9.58,0.342,4.793,28.75,16.31
NA,246,"2008-09-02",0.63,21.506,84.351,17.848,895.635,0.72,384.8,11.506,8.567,0.393,4.448,28.08,17.79
NA,247,"2008-09-03",1.28,20.971,85.485,18.109,897.194,0.62,384.8,10.971,8.692,0.382,4.124,26.88,16.2
NA,248,"2008-09-04",38.03,21.81,79.213,17.149,897.844,0.739,384.8,11.81,8.231,0.399,6.101,29.03,17.35
NA,249,"2008-09-05",11.79,20.462,83.278,10.165,897.403,0.529,384.8,10.463,4.879,0.464,4.277,27.29,16.55
NA,250,"2008-09-06",0.21,21.571,74.3,25.79,896.7,0.78,384.8,11.571,12.379,0.241,7.699,28.64,15.48
NA,251,"2008-09-07",4.08,20.683,84.17,16.678,895.788,0.544,384.8,10.683,8.005,0.4,4.432,27.5,16.45
NA,252,"2008-09-08",2.35,20.289,89.612,16.559,896.344,0.609,384.8,10.289,7.948,0.412,2.855,25.26,16.43
NA,253,"2008-09-09",0.63,21.677,87.753,18.359,896.923,0.631,384.8,11.677,8.812,0.385,3.689,28.22,17.5
NA,254,"2008-09-10",5.14,22.01,88.867,17.957,897.274,0.577,384.8,12.01,8.619,0.387,3.498,28.73,18.01
NA,255,"2008-09-11",0,21.346,86.08,15.336,897.5,0.485,384.8,11.346,7.361,0.413,3.916,26.46,17.21
NA,256,"2008-09-12",0.21,20.675,79.384,18.884,897.568,0.721,384.8,10.675,9.064,0.355,5.608,27.54,15.43
NA,257,"2008-09-13",0.42,21.619,81.953,23.655,896.99,0.754,384.8,11.619,11.354,0.288,5.406,29.01,16.09
NA,258,"2008-09-14",0,22.161,82.216,25.975,895.547,0.829,384.8,12.161,12.468,0.233,5.665,28.94,15.99
NA,259,"2008-09-15",18.9,20.193,81.457,19.115,894.287,0.657,384.8,10.193,9.175,0.352,4.932,27.94,16.62
NA,260,"2008-09-16",0.21,20.719,83.176,14.352,895.002,0.373,384.8,10.719,6.889,0.441,4.52,26.18,15.74
NA,261,"2008-09-17",2.78,21.109,87.214,16.746,896.253,0.575,384.8,11.109,8.038,0.402,3.643,27.96,17.52
NA,262,"2008-09-18",6.44,20.248,88.299,13.437,895.975,0.595,384.8,10.248,6.45,0.44,3.225,26.18,16.05
NA,263,"2008-09-19",0,20.042,90.443,19.743,896.037,0.655,384.8,10.042,9.477,0.35,2.641,24.7,16.57
NA,264,"2008-09-20",0.21,20.842,89.13,21.608,895.979,0.628,384.8,10.842,10.372,0.319,3.142,26.34,17.78
NA,265,"2008-09-21",6.86,21.017,89.752,17.793,896.221,0.596,384.8,11.018,8.541,0.369,3.1,27.01,17.42
NA,266,"2008-09-22",5.78,20.324,89.341,13.52,895.534,0.444,384.8,10.324,6.49,0.427,2.987,25.69,16.77
NA,267,"2008-09-23",24.92,19.711,85.594,15.397,894.735,0.502,384.8,9.711,7.39,0.406,4.018,26.4,15.64
NA,268,"2008-09-24",5.89,22.098,84.993,19.547,898.77,0.716,384.8,12.098,9.383,0.302,4.717,29.42,17.23
NA,269,"2008-09-25",37.23,21.849,87.229,18.773,898.77,0.735,384.8,11.849,9.011,0.307,3.852,28.04,18.1
NA,270,"2008-09-26",1.73,21.935,89.13,15.389,898.77,0.497,384.8,11.935,7.387,0.367,3.324,27.81,17.69
NA,271,"2008-09-27",0.56,21.355,88.465,8.987,898.77,0.347,384.8,11.355,4.314,0.467,3.098,25.88,18.24
NA,272,"2008-09-28",0,21.605,86.373,12.693,898.77,0.493,384.8,11.605,6.093,0.421,3.738,25.54,17.61
NA,273,"2008-09-29",0.14,22.05,88.324,15.258,898.77,0.514,384.8,12.05,7.324,0.391,3.436,27.48,18.31
NA,274,"2008-09-30",0.05,22.759,87.21,17.06,898.77,0.492,384.8,12.759,8.189,0.354,4.059,28.13,17.77
NA,275,"2008-10-01",17.01,22.154,89.353,13.1,898.77,0.369,384.8,12.154,6.288,0.381,3.299,27.47,18.75
NA,276,"2008-10-02",6.68,21.576,88.282,12.695,898.77,0.274,384.8,11.576,6.094,0.401,3.307,26.51,17.87
NA,277,"2008-10-03",19.44,21.291,92.12,9.098,898.77,0.263,384.8,11.291,4.367,0.414,2.266,27.11,19.26
NA,278,"2008-10-04",34.6,22.005,88.931,11.443,898.77,0.397,384.8,12.005,5.493,0.389,3.446,29.27,18.94
NA,279,"2008-10-05",70.67,20.866,91.444,11.865,898.77,0.273,384.8,10.866,5.695,0.408,2.602,27.93,17.52
NA,280,"2008-10-06",31.04,21.236,90.506,9.795,898.77,0.353,384.8,11.236,4.701,0.434,2.921,28.12,17.85
NA,281,"2008-10-07",21.26,21.542,88.41,12.118,898.77,0.371,384.8,11.542,5.817,0.391,3.548,28.01,18.16
NA,282,"2008-10-08",13.56,21.308,89.291,18.665,898.77,0.57,384.8,11.308,8.959,0.317,3.47,29.25,17.46
NA,283,"2008-10-09",7.76,19.215,92.167,6.884,898.77,0.247,384.8,9.215,3.304,0.465,1.943,24.31,16.49
NA,284,"2008-10-10",12.02,19.983,85.945,9.264,898.77,0.258,384.8,9.983,4.447,0.462,3.399,24.01,15.63
NA,285,"2008-10-11",9.85,19.961,89.69,10.112,898.77,0.3,384.8,9.961,4.854,0.413,2.851,27.5,16.79
NA,286,"2008-10-12",12.88,21.162,86.143,15.002,898.77,0.39,384.8,11.162,7.201,0.374,4.036,27.78,16.72
NA,287,"2008-10-13",10.82,19.348,92.5,8.237,898.77,0.282,384.8,9.348,3.954,0.461,1.938,23.86,16.54
NA,288,"2008-10-14",20.73,17.159,99.004,2.871,898.77,0.05,384.8,7.159,1.378,0.479,0.195,18.04,16.55
NA,289,"2008-10-15",30.8,19.35,90.42,12.72,898.77,0.393,384.8,9.35,6.105,0.399,2.531,24.62,15.62
NA,290,"2008-10-16",5.6,19.39,94.689,6.486,898.77,0.196,384.8,9.39,3.113,0.461,1.355,23.76,17.57
NA,291,"2008-10-17",11.24,18.347,96.671,4.968,898.77,0.226,384.8,8.347,2.385,0.479,0.736,21.14,17.44
NA,292,"2008-10-18",9.55,21.486,79.283,19.054,898.77,0.664,384.8,11.486,9.146,0.321,5.677,26.57,17.92
NA,293,"2008-10-19",3.37,21.637,83.139,21.528,898.77,0.637,384.8,11.637,10.334,0.26,5.06,27.93,17.14
NA,294,"2008-10-20",15.92,21.403,92.045,14.43,898.77,0.463,384.8,11.403,6.926,0.38,2.514,27.24,18.28
NA,295,"2008-10-21",29.07,21.44,93.222,11.992,898.77,0.346,384.8,11.44,5.756,0.405,1.963,26,18.18
NA,296,"2008-10-22",10.43,19.238,95.04,4.391,896.93,0.155,384.8,9.238,2.108,0.479,1.12,21.31,17.4
NA,297,"2008-10-23",4.22,18.961,95.275,8.281,897.359,0.265,384.8,8.961,3.975,0.462,1.1,22.57,16.95
NA,298,"2008-10-24",15.77,19.607,96.616,8.846,896.863,0.22,384.8,9.607,4.246,0.451,0.873,23.73,18.13
NA,299,"2008-10-25",2.52,21.046,89.274,8.033,897.748,0.373,384.8,11.046,3.856,0.469,3.118,26.19,17.59
NA,300,"2008-10-26",0,20.879,90.767,15.901,896.921,0.548,384.8,10.879,7.632,0.365,2.608,25.35,17.34
NA,301,"2008-10-27",21.27,20.468,92.361,11.386,896.38,0.416,384.8,10.468,5.465,0.426,2.136,26.39,16.99
NA,302,"2008-10-28",2.79,19.911,91.678,7.742,896.432,0.331,384.8,9.911,3.716,0.456,2.339,25.61,16.56
NA,303,"2008-10-29",1.58,20.354,88.753,13.607,896.55,0.475,384.8,10.354,6.532,0.387,3.274,25.92,17.14
NA,304,"2008-10-30",0,19.844,91.542,21.693,895.811,0.639,384.8,9.844,10.413,0.25,2.122,23.53,17.03
NA,305,"2008-10-31",21.23,19.965,88.231,21.144,895.788,0.724,384.8,9.965,10.149,0.26,3.326,26.12,15.74
NA,306,"2008-11-01",13.4,19.982,89.101,13.655,896.419,0.495,384.8,9.982,6.554,0.392,2.884,25.17,17.29
NA,307,"2008-11-02",27.29,19.553,86.307,8.395,896.74,0.374,384.8,9.553,4.03,0.462,3.541,24.31,15.24
NA,308,"2008-11-03",21.62,17.342,94.016,5.824,895.846,0.284,384.8,7.342,2.796,0.464,1.243,21.39,14.11
NA,309,"2008-11-04",3.15,19.545,87.299,15.869,896.303,0.48,384.8,9.545,7.617,0.349,3.413,24.64,15.17
NA,310,"2008-11-05",0.58,18.461,95.602,16.586,896.436,0.634,384.8,8.461,7.961,0.333,0.975,21.13,17.05
NA,311,"2008-11-06",0.37,19.996,89.459,15.837,896.061,0.618,384.8,9.996,7.602,0.347,2.842,25.86,16.97
NA,312,"2008-11-07",5.26,19.546,91.951,14.845,895.932,0.537,384.8,9.546,7.125,0.363,2.139,25.57,16.56
NA,313,"2008-11-08",47.12,19.08,94.978,6.829,896.023,0.658,384.8,9.08,3.278,0.477,1.199,22.48,16.67
NA,314,"2008-11-09",0.74,20.02,90.623,7.543,896.934,0.195,384.8,10.02,3.621,0.447,2.494,24.97,16.47
NA,315,"2008-11-10",15.36,20.06,86.023,13.591,896.771,0.332,384.8,10.06,6.524,0.364,4.037,26.21,15.71
NA,316,"2008-11-11",21.73,20.171,86.44,3.704,897.428,0.376,384.8,10.171,1.778,0.479,3.924,26.7,15.37
NA,317,"2008-11-12",22.83,19.702,92.094,3.434,898.584,0.147,384.8,9.702,1.649,0.479,2.13,25.83,17.57
NA,318,"2008-11-13",22.91,19.152,94.172,6.062,896.994,0.253,384.8,9.152,2.91,0.475,1.381,22.41,17.64
NA,319,"2008-11-14",56.2,18.442,96.434,5.641,895.786,0.292,384.8,8.443,2.708,0.476,0.786,21.68,16.15
NA,320,"2008-11-15",26.78,19.233,90.172,5.393,896.813,0.186,384.8,9.233,2.589,0.479,2.646,25.48,16.28
NA,321,"2008-11-16",22.53,20.246,87.724,5.832,897.571,0.212,384.8,10.246,2.799,0.478,3.275,24.93,16.45
NA,322,"2008-11-17",4.85,20.287,87.786,7.01,897.98,0.176,384.8,10.287,3.365,0.461,3.24,24.86,17.83
NA,323,"2008-11-18",2.73,20.348,90.701,3.706,897.507,0.078,384.8,10.348,1.779,0.479,2.525,26.66,18.37
NA,324,"2008-11-19",44.78,18.652,96.259,3.058,897.086,0.255,384.8,8.652,1.468,0.479,0.819,20.4,16.8
NA,325,"2008-11-20",11.81,18.309,94.067,7.278,896.988,0.668,384.8,8.309,3.493,0.449,1.335,21.33,16.49
NA,326,"2008-11-21",0.84,18.576,89.889,14.878,897.115,0.39,384.8,8.576,7.142,0.344,2.617,23.92,14.22
NA,327,"2008-11-22",27.23,18.724,97.461,4.898,898.194,0.41,384.8,8.724,2.351,0.467,0.552,20.55,18.11
NA,328,"2008-11-23",19.08,17.544,96.241,7.162,898.534,0.232,384.8,7.544,3.438,0.469,0.765,18.98,16.54
NA,329,"2008-11-24",12.87,17.81,98.069,5.581,897.934,0.171,384.8,7.81,2.679,0.478,0.394,18.84,16.79
NA,330,"2008-11-25",0.21,18.815,98.663,16.805,897.842,0.516,384.8,8.815,8.066,0.334,0.29,20.58,18.12
NA,331,"2008-11-26",1.74,18.66,97.979,10.303,897.961,0.458,384.8,8.66,4.945,0.425,0.439,20.71,17.93
NA,332,"2008-11-27",1.2,17.328,97.54,14.836,897.821,0.474,384.8,7.327,7.121,0.367,0.503,19.98,15.66
NA,333,"2008-11-28",1.21,17.036,95.319,20.124,897.653,0.694,384.8,7.036,9.66,0.255,1.026,21.73,15.42
NA,334,"2008-11-29",15.12,16.13,96.29,14.416,897.28,0.541,384.8,6.13,6.92,0.36,0.686,17.2,15.4
NA,335,"2008-11-30",1.51,17.037,98.059,14.692,895.692,0.524,384.8,7.037,7.052,0.354,0.377,18.47,15.66
NA,336,"2008-12-01",0.37,19.606,94.143,11.738,894.842,0.47,384.8,9.606,5.634,0.412,1.43,22.93,17.84
NA,337,"2008-12-02",7.12,20.244,91.784,10.107,895.286,0.324,384.8,10.244,4.851,0.406,2.282,25.07,16.57
NA,338,"2008-12-03",0.16,19.406,94.905,11.216,896.363,0.35,384.8,9.406,5.383,0.411,1.21,23.08,17.76
NA,339,"2008-12-04",0.05,19.142,94.525,15.483,895.159,0.591,384.8,9.142,7.432,0.34,1.323,22.49,17.24
NA,340,"2008-12-05",0,19.13,93.685,18.942,895.321,0.725,384.8,9.13,9.092,0.267,1.579,28.1,16.22
NA,341,"2008-12-06",0,19.361,86.857,10.892,896.659,0.595,384.8,9.361,5.228,0.417,3.475,25.76,15.47
NA,342,"2008-12-07",17.28,18.677,92.688,6.095,897.361,0.242,384.8,8.677,2.926,0.473,1.71,23.32,15.34
NA,343,"2008-12-08",8.41,19.605,88.41,12.248,897.413,0.47,384.8,9.605,5.879,0.401,3.071,25.18,15.6
NA,344,"2008-12-09",9.87,19.535,85.218,6.969,896.646,0.231,384.8,9.535,3.345,0.469,4.078,25.18,14.44
NA,345,"2008-12-10",0.21,19.353,89.867,18.883,895.836,0.623,384.8,9.353,9.064,0.278,2.623,24.63,13.48
NA,346,"2008-12-11",0,19.671,90.26,19.83,895.73,0.656,384.8,9.671,9.518,0.261,2.482,24.35,17.56
NA,347,"2008-12-12",0,19.534,91.145,21.46,895.928,0.807,384.8,9.534,10.301,0.221,2.205,23.93,17.76
NA,348,"2008-12-13",0.21,18.744,94.773,20.042,895.834,0.748,384.8,8.744,9.62,0.254,1.229,22.95,15.57
NA,349,"2008-12-14",0,19.129,85.386,13.635,895.6,0.639,384.8,9.129,6.545,0.364,3.86,25.36,14.05
NA,350,"2008-12-15",23.59,20.386,88.79,5.214,896.671,0.285,384.8,10.386,2.503,0.478,3.144,26.58,16.63
NA,351,"2008-12-16",8.85,21.146,85.635,11.281,897.702,0.57,384.8,11.146,5.415,0.393,4.266,27.43,16.66
NA,352,"2008-12-17",37.05,19.163,86.71,4.198,896.671,0.351,384.8,9.163,2.015,0.474,3.262,23.08,14.69
NA,353,"2008-12-18",8.84,17.586,95.237,9.693,895.994,0.369,384.8,7.586,4.653,0.429,0.984,20.71,14.53
NA,354,"2008-12-19",43.19,17.827,91.768,4.543,894.944,0.223,384.8,7.827,2.181,0.471,1.969,24.28,13.33
NA,355,"2008-12-20",0,18.572,94.508,19.678,894.85,0.535,384.8,8.572,9.445,0.256,1.236,21.71,16.81
NA,356,"2008-12-21",20.86,19.54,86.077,6.734,895.036,0.559,384.8,9.54,3.232,0.457,3.8,26.33,14.4
NA,357,"2008-12-22",27.62,19.331,85.346,8.424,894.625,0.546,384.8,9.331,4.044,0.454,4.106,26.4,14.88
NA,358,"2008-12-23",20.87,19.275,82.655,12.528,896,0.83,384.8,9.275,6.014,0.378,4.791,25.89,14.38
NA,359,"2008-12-24",1.1,18.076,97.706,12.949,899.556,0.552,384.8,8.076,6.216,0.369,0.483,20.09,16.6
NA,360,"2008-12-25",12.87,19.254,92.368,6.008,898.289,0.508,384.8,9.254,2.884,0.478,1.935,23.24,16.01
NA,361,"2008-12-26",0,19.965,87.335,15.308,897.111,0.563,384.8,9.965,7.348,0.335,3.416,25.05,15.47
NA,362,"2008-12-27",0.12,20.116,87.284,21.009,898,0.601,384.8,10.116,10.084,0.238,3.621,26.22,15.84
NA,363,"2008-12-28",7.51,20.434,86.499,13.615,899.697,0.532,384.8,10.434,6.535,0.376,3.663,24.94,16.08
NA,364,"2008-12-29",34.33,20.196,87.152,4.568,899.806,0.393,384.8,10.196,2.193,0.479,3.614,25.4,15.75
NA,365,"2008-12-30",2.93,19.811,85.114,17.151,899.159,0.741,384.8,9.811,8.232,0.316,4.1,25.82,14.67
NA,366,"2008-12-31",3.5,19.19,80.406,7.716,899.65,0.412,384.8,9.19,3.704,0.434,5.345,25.21,13.69
NA,1,"2009-01-01",5.18,16.152,93.74,5.385,899.254,0.456,386.952,6.152,2.585,0.479,1.155,17.31,14.88
NA,2,"2009-01-02",0,17.273,88.65,16.929,900.339,0.778,386.952,7.273,8.126,0.315,2.461,21.46,14.92
NA,3,"2009-01-03",1.531,17.755,87.354,18.625,901.436,0.96,386.952,7.755,8.94,0.267,2.843,21,14.14
NA,4,"2009-01-04",0.204,18.325,89.423,18.54,902.072,0.83,386.952,8.325,8.899,0.29,2.482,22.27,15.13
NA,5,"2009-01-05",37.712,18.08,94.85,7.556,901.563,0.559,386.952,8.08,3.627,0.458,1.091,20.46,16.3
NA,6,"2009-01-06",0.304,18.587,91.456,16.289,900.324,0.759,386.952,8.587,7.819,0.338,1.967,22.11,16.67
NA,7,"2009-01-07",6.109,17.699,91.508,10.81,899.089,0.725,386.952,7.699,5.189,0.378,1.853,20.82,15.23
NA,8,"2009-01-08",0,18.117,91.183,15.615,898.8,0.884,386.952,8.117,7.495,0.322,2.037,21.69,14.98
NA,9,"2009-01-09",4.884,18.293,89.554,17.162,900.208,1.142,386.952,8.293,8.238,0.302,2.429,22.1,15.84
NA,10,"2009-01-10",0,18.042,84.896,20.579,900.251,1.386,386.952,8.042,9.878,0.25,3.427,21.64,15.56
NA,11,"2009-01-11",0.2,18.198,85.575,17.243,899.207,0.894,386.952,8.198,8.277,0.32,3.258,21.55,16.11
NA,12,"2009-01-12",1.425,17.722,88.263,11.83,897.521,0.797,386.952,7.722,5.679,0.392,2.564,21.2,15.66
NA,13,"2009-01-13",0,17.328,89.519,10.635,897.205,0.691,386.952,7.328,5.105,0.437,2.265,21.19,15.18
NA,14,"2009-01-14",0,17.807,85.365,15.754,897.76,0.837,386.952,7.807,7.562,0.332,3.324,21.22,14.58
NA,15,"2009-01-15",4.477,16.461,93.558,6.21,897.466,0.621,386.952,6.461,2.981,0.473,1.222,17.72,15.28
NA,16,"2009-01-16",10.357,15.558,93.883,4.242,896.934,0.745,386.952,5.558,2.036,0.479,1.096,16.99,14.26
NA,17,"2009-01-17",0,16.993,88.787,11.626,897.95,0.555,386.952,6.993,5.58,0.42,2.434,20.92,14.44
NA,18,"2009-01-18",1.014,16.06,88.706,11.425,899.123,0.756,386.952,6.06,5.484,0.423,2.21,18.79,13.64
NA,19,"2009-01-19",2.9,16.726,89.577,8.531,899.393,0.443,386.952,6.726,4.095,0.464,2.083,18.75,15.17
NA,20,"2009-01-20",4.3,16.817,88.263,9.949,898.5,0.72,386.952,6.817,4.775,0.429,2.397,19.51,15.4
NA,21,"2009-01-21",6.6,14.63,94.546,5.818,896.88,0.66,386.952,4.63,2.793,0.478,0.916,15.69,13.62
NA,22,"2009-01-22",15.8,15.421,93.735,6.717,895.934,0.325,386.952,5.421,3.224,0.467,1.134,17.06,13.92
NA,23,"2009-01-23",24.4,16.723,90.713,12.753,896.711,0.835,386.952,6.723,6.121,0.387,1.932,20.11,14.56
NA,24,"2009-01-24",3.33,17.612,85.062,18.666,898.901,1.044,386.952,7.612,8.96,0.299,3.393,21.97,14.2
NA,25,"2009-01-25",67.862,16.049,94.715,4.967,899.334,0.687,386.952,6.049,2.384,0.479,0.97,17.43,15.13
NA,26,"2009-01-26",17.578,16.736,91.517,10.205,899.724,0.971,386.952,6.736,4.899,0.414,1.729,19.61,14.69
NA,27,"2009-01-27",0.202,18.105,84.635,16.703,899.099,1.043,386.952,8.105,8.017,0.332,3.653,22.42,15.14
NA,28,"2009-01-28",10.908,17.053,92.685,8.739,898.13,0.334,386.952,7.053,4.195,0.453,1.47,19.01,15.79
NA,29,"2009-01-29",11.812,17.838,90.213,15.519,898.409,0.733,386.952,7.838,7.449,0.362,2.192,21.79,15.89
NA,30,"2009-01-30",1.514,18.247,84.227,21.35,899.363,0.995,386.952,8.248,10.248,0.227,3.712,21.94,15.41
NA,31,"2009-01-31",21.318,16.811,90.333,11.27,900.113,0.998,386.952,6.811,5.41,0.39,2,20.33,14.72
NA,32,"2009-02-01",0,17.515,82.604,24.222,898.242,1.416,386.952,7.515,11.627,0.19,3.824,21.03,14.38
NA,33,"2009-02-02",0.706,17.593,82.912,15.414,897.67,0.828,386.952,7.593,7.399,0.351,3.733,20.2,13.2
NA,34,"2009-02-03",63.566,17.203,93.567,8.982,899.395,0.907,386.952,7.203,4.311,0.438,1.295,19.31,16.06
