Date	RH	Tmin	year	DOY	RAD	Rain	Pressure	WindSpeed	Tmax	Tair
22/08/1995	29	22.86	1995	234	23.19	0.7	912.3	72.86	18.97	23.71
23/08/1995	28.78	25.49	1995	235	22.88	1.65	910.8	77.03	18.56	26.12
24/08/1995	24.99	21.6	1995	236	21.78	3.35	910.3	84	19.56	22.05
25/08/1995	23.89	17.68	1995	237	21.75	5.96	910.7	88.88	19.83	18.31
26/08/1995	25.84	16.56	1995	238	22.07	1.64	910.6	85.3	18.96	16.94
27/08/1995	24.57	19.4	1995	239	21.96	2.51	909.9	90.38	19.87	19.91
28/08/1995	25.96	11.02	1995	240	22.45	12.98	909.8	88.57	20.21	11.25
29/08/1995	25.06	13.18	1995	241	22.12	2.16	910.2	90.93	19.78	13.68
30/08/1995	26.9	17.93	1995	242	22.53	2.14	910.5	86.92	20.14	18.81
31/08/1995	29.45	17.57	1995	243	23.46	5.73	910.9	78.23	18.84	18.03
01/09/1995	28.62	15.77	1995	244	23.14	16.53	911	84.51	20.19	16.13
02/09/1995	26.06	24.95	1995	245	22.74	10.27	911.1	88.11	20.49	25.27
03/09/1995	26.49	21.67	1995	246	22.92	1.64	912	87.26	20.6	22.18
04/09/1995	23.96	15.05	1995	247	21.98	4.58	911.9	91.61	20.59	15.54
05/09/1995	24.02	19.22	1995	248	21.64	4.6	911.7	90.32	20.37	19.53
06/09/1995	26.76	18.04	1995	249	22.19	5.51	910.6	86.91	19.3	18.55
07/09/1995	23.96	18.22	1995	250	21.55	8.88	909.6	93.31	19.47	18.74
08/09/1995	24.29	16.49	1995	251	21.37	12.67	909.4	94.51	19.73	17.39
09/09/1995	26.09	13.79	1995	252	21.93	9.48	910.3	89.67	19.12	14.35
10/09/1995	27.13	17.96	1995	253	22.43	5.74	912.1	85.73	18.74	18.69
11/09/1995	26.45	23.47	1995	254	22.45	3.39	912.5	86.02	19.35	23.85
12/09/1995	24.72	17.21	1995	255	21.62	3.43	912.4	86.98	19.25	17.91
13/09/1995	25.57	21.38	1995	256	21.71	3.54	911.9	87.52	19.69	21.83
14/09/1995	26.37	18.72	1995	257	22.35	2.98	911.9	86.56	19.36	19.54
15/09/1995	26.91	17.28	1995	258	22.3	3.3	911.7	87.48	19.27	17.9
16/09/1995	24.91	10.84	1995	259	21.81	1.89	909.9	91.62	20.1	11.48
17/09/1995	25.15	9.9	1995	260	21.42	3.4	911	86.5	18.97	10.87
18/09/1995	25.03	10.3	1995	261	21.09	1.43	911.6	85.87	17.61	10.94
19/09/1995	26.77	17.75	1995	262	21.59	0.98	912.7	81.61	17.48	18.15
20/09/1995	27.91	18.07	1995	263	22.92	0.46	912.4	85.52	18.91	18.68
21/09/1995	27.3	19.48	1995	264	23.17	0.69	911.8	84.97	20.65	19.93
22/09/1995	26.24	22.57	1995	265	22.22	1.74	911.3	87.91	19.15	23
23/09/1995	26.42	23.11	1995	266	22.09	0.86	911	85.3	19.73	23.53
24/09/1995	27.53	22.07	1995	267	22.43	1.52	911	80.63	19.29	22.45
25/09/1995	27.79	18.11	1995	268	22.42	1.41	910	82.94	18.5	18.78
26/09/1995	26.03	15.26	1995	269	21.86	1.61	909.4	89.17	19.3	16.17
27/09/1995	25.74	11.02	1995	270	22.07	0.53	909.9	85.77	19.25	12.1
28/09/1995	24.72	13.5	1995	271	21.93	0.15	909.5	87.6	19.71	14.61
29/09/1995	27.06	18.04	1995	272	22.66	0.64	908.5	84.63	19.77	19.37
30/09/1995	26.14	15.01	1995	273	22.25	1.43	908.1	83.25	19.66	17
01/10/1995	26.41	20.12	1995	274	22.05	3.16	908.4	83.06	19.06	21.74
02/10/1995	27.09	11.77	1995	275	22.27	1.52	908.1	79.86	19.24	13.51
03/10/1995	27.27	9.76	1995	276	22.59	0.4	908.4	79.26	19.85	11.46
04/10/1995	27.57	16.13	1995	277	22.42	0.78	909.3	77.28	18.11	17.07
05/10/1995	27.25	20.02	1995	278	22.3	2.84	909.2	80.74	18.73	20.48
06/10/1995	23.51	13.03	1995	279	20.92	7.39	907.8	92.49	19.81	13.99
07/10/1995	23.73	10.87	1995	280	20.63	5.44	908.5	90.15	18.56	12.14
08/10/1995	22.07	7.92	1995	281	19.35	4.64	910.7	90.77	17.61	8.82
09/10/1995	25.79	16.85	1995	282	20.6	0	911.1	83.09	17.04	17.86
10/10/1995	26.5	19.01	1995	283	20.99	0.03	910.2	81.23	16.72	19.97
11/10/1995	28.19	12.85	1995	284	21.99	0.02	908.2	77.5	17.11	13.54
12/10/1995	28.23	17.39	1995	285	21.93	0	908	77.19	16.41	18.59
13/10/1995	26.71	20.99	1995	286	22.12	0.34	908.5	81.47	18.57	21.87
14/10/1995	24.7	20.05	1995	287	21.59	1.1	910	86.2	19.56	20.64
15/10/1995	27.24	17.89	1995	288	22.21	0.76	910.2	82.35	18.67	18.64
16/10/1995	26.6	17.17	1995	289	21.05	1.79	911.2	80.35	17.81	17.89
17/10/1995	25.85	13.1	1995	290	20.7	4.84	911.4	85.33	17.36	14.1
18/10/1995	26.8	12.35	1995	291	21.57	2.94	910.8	84.73	17.56	13.41
19/10/1995	27.74	15.44	1995	292	22.41	2.25	911.3	85.68	19.43	15.91
20/10/1995	26.17	14.04	1995	293	21.7	0.31	911.9	82.35	18.62	15.11
21/10/1995	26.04	14.11	1995	294	21.56	3.18	911	84.34	18.76	15.16
22/10/1995	27.87	15.19	1995	295	22.55	5.87	910.6	83.59	19.51	16.06
23/10/1995	28.32	18.22	1995	296	22.44	3.16	911.3	83.49	18.31	19.15
24/10/1995	27.72	17.57	1995	297	22.54	1.77	912	82.14	19.24	18.84
25/10/1995	27.62	15.98	1995	298	22.3	2.73	911.6	81.77	18.55	17.17
26/10/1995	27.36	16.96	1995	299	22.26	0.49	909.9	82.86	18.61	17.85
27/10/1995	24.48	12.71	1995	300	21.31	0.68	908.9	85.61	18.65	13.33
28/10/1995	26.39	19.87	1995	301	22.18	1.9	910.1	79.85	18.98	20.27
29/10/1995	25.25	16.88	1995	302	21.56	2.31	911.1	89.25	19.23	17.24
30/10/1995	28.74	16.63	1995	303	22.79	2.07	911.3	84.23	19.68	17.07
31/10/1995	28.73	18.97	1995	304	23.27	1.69	911.3	80.16	19.66	19.49
01/11/1995	29.28	19.37	1995	305	23.04	0.03	912	73.33	19.01	19.94
02/11/1995	30	21.02	1995	306	23.52	0.13	911.9	72.82	18.95	21.99
03/11/1995	28.93	18.54	1995	307	22.94	0.41	911.7	73.13	18.48	19.55
04/11/1995	27.11	15.77	1995	308	21.73	1.19	913	78.68	18.8	17.3
05/11/1995	28.28	12.96	1995	309	22.3	0.71	913.5	78.31	18.36	14.69
06/11/1995	28.69	17.53	1995	310	22.24	1.28	913.5	73.39	17.57	18.77
07/11/1995	28.19	16.27	1995	311	22.2	1.15	913.2	76.96	18.66	17.4
08/11/1995	27.68	15.59	1995	312	21.53	2.51	913.8	79.95	17.48	16.89
09/11/1995	26.89	14.11	1995	313	21.31	1.31	913.5	79.05	17.24	15.66
10/11/1995	28.14	15.91	1995	314	21.87	0.35	913.1	78.77	17.77	16.86
11/11/1995	29.46	20.95	1995	315	22.84	0.16	913.1	74.8	18.14	21.89
12/11/1995	27.56	19.19	1995	316	21.74	1.38	913.8	78.37	18.31	20.77
13/11/1995	27.42	20.16	1995	317	21.24	0.37	913	74.65	16.73	21.26
14/11/1995	27.82	18.29	1995	318	21.38	0.93	912.5	75.65	16.42	19.36
15/11/1995	26.87	15.05	1995	319	21.02	2.89	913.8	79.78	17.12	16.17
16/11/1995	26.43	12.2	1995	320	20.78	4	914.5	82.5	17.58	13.75
17/11/1995	26.79	18.83	1995	321	20.78	0.01	913.3	78.97	16.31	20.5
18/11/1995	28.15	19.37	1995	322	21.87	0.09	912.2	75.11	17.43	20.67
19/11/1995	27.91	16.24	1995	323	22.14	0.84	912.6	77.46	17.85	17.63
20/11/1995	27.53	16.81	1995	324	21.71	2.24	913.1	79.98	18.23	18
21/11/1995	26.01	15.8	1995	325	20.59	0.5	913.1	78.61	16.64	17.18
22/11/1995	24.66	11.09	1995	326	19.96	0.2	913.2	78.85	16.89	13.29
23/11/1995	26.87	16.85	1995	327	20.64	0.2	913	78.86	16.44	18.41
24/11/1995	26.82	12.17	1995	328	21.28	0.62	913.8	81.84	17.68	14.16
25/11/1995	22.74	14.11	1995	329	18.86	0.05	914.9	75.62	15.8	17.16
26/11/1995	23.87	12.49	1995	330	18.6	0.13	913.9	80.87	15.5	14.64
27/11/1995	27.88	20.05	1995	331	20.65	0.04	911.5	72.99	15.26	20.93
28/11/1995	27.38	18.54	1995	332	21.91	0	912	73.93	17.15	19.04
29/11/1995	26.63	16.31	1995	333	21.81	0.62	913.1	80.95	18.71	17.39
30/11/1995	27.77	11.59	1995	334	21.71	2.23	912.9	80.21	17.89	12.82
01/12/1995	27.7	14.8	1995	335	21.69	1.36	912.9	79.18	17.65	16.11
02/12/1995	25.83	15.19	1995	336	21.23	0.93	913.2	82.23	18.12	16.44
03/12/1995	28.95	16.09	1995	337	22.15	1.4	913.8	76.25	17.71	17.34
04/12/1995	26.74	9.9	1995	338	20.86	2.63	913.9	80.52	17.64	11.42
05/12/1995	26.54	19.48	1995	339	20.27	0	913.7	74.61	16.14	21.01
06/12/1995	26.95	19.62	1995	340	20.17	0.01	913.5	72.88	15.28	21.1
07/12/1995	28.55	19.51	1995	341	21.16	0.31	913	73.4	15.73	20.63
08/12/1995	26.54	18.07	1995	342	21.1	0.53	912.7	80.05	17.15	18.63
09/12/1995	29.94	18.07	1995	343	22.31	2.27	913.2	70.76	16.81	18.9
10/12/1995	25.03	13.79	1995	344	19.91	5.23	915.6	82.34	16.49	15.5
11/12/1995	24.75	12.6	1995	345	19.29	1.31	915.4	81.25	15.64	14.58
12/12/1995	26.61	12.96	1995	346	20	0.71	914.7	74.68	15.11	14.4
13/12/1995	26.43	12.6	1995	347	20.31	1.59	914.5	81.41	16.79	14.3
14/12/1995	26.91	15.01	1995	348	20.9	1.93	913.8	82.36	16.86	16.28
15/12/1995	26.78	16.45	1995	349	21.12	0.67	913	81.42	18.23	17.47
16/12/1995	26.79	13.72	1995	350	21.19	1.02	911.3	78.43	17.66	14.62
17/12/1995	26.03	17.89	1995	351	20.83	4.2	910.5	85.37	17.52	18.53
18/12/1995	28.62	15.98	1995	352	22	0	910.7	76.06	17.39	16.79
19/12/1995	29.33	18.65	1995	353	22.8	0.04	912.1	72.92	18.2	19.33
20/12/1995	27.42	10.94	1995	354	21.96	0.29	913.3	79.07	18.14	12.21
21/12/1995	28.74	15.16	1995	355	22.12	0.15	912.5	73.79	17.64	16.18
22/12/1995	30.13	20.41	1995	356	23.48	0.44	911.3	69.94	18.84	20.69
23/12/1995	24.9	11.2	1995	357	20.8	1.32	913.8	81.36	17.84	12.73
24/12/1995	22.96	9.97	1995	358	18.94	5.72	915.3	87.89	16.94	12.09
25/12/1995	24.91	11.99	1995	359	19.57	0.85	915.8	81.25	16.4	13.77
26/12/1995	26.95	15.41	1995	360	20.39	0.04	914.5	70.05	16.53	16.87
27/12/1995	25.95	9.97	1995	361	20.51	0.51	913.4	72.93	16.3	10.56
28/12/1995	24.14	10.4	1995	362	20.06	8.3	913.3	84.56	17.64	10.89
29/12/1995	25.42	12.74	1995	363	19.97	1.16	914.8	84.16	16.91	14.08
30/12/1995	28.04	16.13	1995	364	21.39	0.01	913.5	75.93	16.69	17.17
31/12/1995	27.44	15.59	1995	365	21.72	0.01	911.1	76.63	17.79	16
01/01/1996	29.56	12.2	1996	1	22.43	0	908.7	70.62	16.8	13.47
02/01/1996	31.25	19.73	1996	2	23.48	0	909	62.27	17.41	20.71
03/01/1996	27.56	16.31	1996	3	21.56	0.47	912.1	73.59	17.55	17.63
04/01/1996	19.56	15.26	1996	4	17.81	0.43	914.4	88.16	16.76	16.75
05/01/1996	28.96	15.41	1996	5	21.59	0.06	913.4	70.06	16.31	16.24
06/01/1996	30.06	17.03	1996	6	22.66	0.65	912.2	65.12	17.21	17.73
07/01/1996	26.34	9.18	1996	7	21.03	7.86	912.9	81.44	16.98	10.56
08/01/1996	15.78	7.02	1996	8	13.2	2.64	917.8	82.33	10.91	10.29
09/01/1996	18.9	12.17	1996	9	13.36	0	917.3	77.69	10.06	14.68
10/01/1996	21.5	12.67	1996	10	15.57	0.02	915.7	77.68	11.24	14.63
11/01/1996	26.8	18.76	1996	11	18.39	0.39	913.4	67.24	12.67	19.88
12/01/1996	23.6	16.49	1996	12	17.69	1.36	914.5	80.18	14.36	18.4
13/01/1996	20.97	8.32	1996	13	15.69	0	915.5	71.7	11.2	10.92
14/01/1996	22.51	20.99	1996	14	15.62	0	915.2	70.34	10.81	22.78
15/01/1996	25.82	22.32	1996	15	17.64	0	914.4	65.3	12.19	23.57
16/01/1996	27.44	22.1	1996	16	18.79	0.11	913.2	64.05	13.06	23.05
17/01/1996	29.98	22.68	1996	17	20.45	0.27	911.3	58.88	13.51	23.24
18/01/1996	31.08	22.36	1996	18	21.99	0	910.9	44.41	13.84	23.37
19/01/1996	25.8	14.69	1996	19	19.4	0.15	913.9	64.09	13.44	16.54
20/01/1996	26.96	16.52	1996	20	19.64	0.1	914.4	71.58	14.55	18.08
21/01/1996	27.72	15.37	1996	21	20.37	0.4	914.8	71.34	15.42	16.88
22/01/1996	25.91	6.12	1996	22	19.34	2.69	914	80.84	14.86	7.9
23/01/1996	27.95	12.28	1996	23	21	0.27	912.2	71.85	16.45	13.55
24/01/1996	29.9	20.81	1996	24	21.9	0.11	912.4	67.1	16.2	21.92
25/01/1996	26.6	13.64	1996	25	20.47	0.03	913.9	70.34	16.54	15.34
26/01/1996	29	21.1	1996	26	21.18	0	912.4	64.95	15.16	22.2
27/01/1996	28.42	12.74	1996	27	21.27	0.18	913.7	69.9	16.33	14.3
28/01/1996	24.56	12.1	1996	28	18.54	0.66	913.9	72.78	14.09	14.29
29/01/1996	28.36	12.74	1996	29	20.54	0.32	912.9	70.6	15.52	14.1
30/01/1996	28.22	17.21	1996	30	20.74	0.11	912.7	64.85	15.21	18.27
31/01/1996	28.33	20.66	1996	31	21.55	1.44	911.4	69.81	16.19	21.44
01/02/1996	26.41	12.17	1996	32	21.03	4.78	911.4	80.43	18.56	12.69
02/02/1996	30.21	21.53	1996	33	23.03	0.13	911.7	66.09	17.64	22.12
03/02/1996	24.6	7.81	1996	34	20.36	4.02	914.2	84.37	17.48	9.29
04/02/1996	20.96	6.34	1996	35	17.64	3.34	917.8	86.33	14.79	9.27
05/02/1996	15.28	8.57	1996	36	13.86	0.92	919.2	84.27	12.35	12.2
06/02/1996	18.63	11.56	1996	37	14.81	0.61	917.6	78.95	12.6	14.61
07/02/1996	23.46	14.11	1996	38	16.94	0.29	915.4	74.61	13.1	16.4
08/02/1996	27.39	17.6	1996	39	19.39	0.15	914.5	71.5	13.82	19.26
09/02/1996	27.64	22.14	1996	40	20.4	0.07	913.7	69.29	15.23	23.16
10/02/1996	28.18	19.8	1996	41	21.04	0.21	913.2	70.15	15.72	20.83
11/02/1996	28.63	17.46	1996	42	21.24	1.23	912.9	72.72	15.95	18.9
12/02/1996	24.73	10.62	1996	43	18.94	3	915.1	79.7	14.83	13.15
13/02/1996	24.97	8.89	1996	44	18.54	0.53	916.1	73.11	14.61	11.59
14/02/1996	27.29	12.85	1996	45	19.45	0.53	914.1	70.51	14.58	14.46
15/02/1996	32.41	25.2	1996	46	21.92	0	911.3	54.15	13.79	25.84
16/02/1996	31.52	22.75	1996	47	22.03	0.34	912.5	57.59	15.2	23.94
17/02/1996	27.44	8.21	1996	48	20.44	2.39	913.1	78.15	16.63	10.19
18/02/1996	30.42	16.78	1996	49	21.66	0.1	911.2	64.07	15.09	17.7
19/02/1996	32.22	24.05	1996	50	23.38	0	910.9	57.88	16.45	24.54
20/02/1996	33.03	24.55	1996	51	23.72	0	912.1	52.3	16.87	25.4
21/02/1996	31.68	23.47	1996	52	23.09	0	912.4	59.38	16.54	24.66
22/02/1996	30.91	23.58	1996	53	22.84	0	911.8	60.88	16.79	24.8
23/02/1996	31.58	22.68	1996	54	23.29	0	911.4	58.01	17.29	23.59
24/02/1996	31.34	24.88	1996	55	22.58	0	912.6	55.42	16.08	26.12
25/02/1996	31.15	21.2	1996	56	22.81	0	912.7	60.81	17.01	22.51
26/02/1996	32.98	25.63	1996	57	23.9	0	911.7	51.12	17.1	26.51
27/02/1996	33.82	25.2	1996	58	24.5	0	910.5	48.39	17.56	25.74
28/02/1996	33.97	24.73	1996	59	24.72	0	910.2	46.25	16.89	25.29
29/02/1996	32.67	23.44	1996	60	24.21	0.02	911	57.63	18.3	24.47
01/03/1996	31.22	18.79	1996	61	24	0.05	909.9	58.57	18.29	19.42
02/03/1996	31.43	17.89	1996	62	24.13	0.05	911	59.21	18.31	18.79
03/03/1996	29.97	6.7	1996	63	23.21	0.18	913.3	67.33	19.05	8.44
04/03/1996	29.2	19.22	1996	64	22.42	0.37	914.1	67.69	17.81	21.27
05/03/1996	30.43	22.86	1996	65	22.84	0.24	912.9	62.44	17.74	24.51
06/03/1996	33.26	23.22	1996	66	23.9	0.04	910.7	50.32	16.62	23.85
07/03/1996	33.03	22.25	1996	67	25.06	0.14	910.1	47.37	17.46	23.09
08/03/1996	27.92	10.69	1996	68	21.23	0.68	913.1	69.63	15.93	12.73
09/03/1996	22.67	15.16	1996	69	16.81	1.49	917.2	76.53	12.9	18
10/03/1996	23.53	17.32	1996	70	16.82	0.15	919	66.82	12.74	20.05
11/03/1996	23.22	19.98	1996	71	16.25	0	917.7	61.56	12.53	22.24
12/03/1996	26.66	27.54	1996	72	17.32	0	915.5	52.87	11.99	29.07
13/03/1996	29.57	28.51	1996	73	18.49	0	914.8	47.91	9.59	29.66
14/03/1996	30.59	27.68	1996	74	19.35	0	914.7	44.51	10.47	28.7
15/03/1996	32.56	28.04	1996	75	21.74	0	912.6	49.52	13.02	28.59
16/03/1996	33.1	26.93	1996	76	23.03	0	910.8	49.68	14.63	28.28
17/03/1996	33.16	27.22	1996	77	22.66	0	909.2	39.76	14.82	28.83
18/03/1996	34.93	27.07	1996	78	24.31	0	909.2	49.02	15.04	27.97
19/03/1996	30.21	17.57	1996	79	22.79	0.2	912.3	60.99	16.62	19.41
20/03/1996	25.65	14.47	1996	80	19.71	2.11	915.1	72.05	15.41	17.04
21/03/1996	25.67	20.92	1996	81	18.78	0.19	915.1	68.22	14.53	23.34
22/03/1996	29.44	25.67	1996	82	20.27	0	913.1	57.9	12.74	27.18
23/03/1996	31.94	23	1996	83	22.58	0.01	912.4	56.41	14.63	23.82
24/03/1996	34.48	26.28	1996	84	24.63	0	911.5	50.19	16.65	26.89
25/03/1996	35.1	25.67	1996	85	25.42	0	910.8	51.5	18	26.29
26/03/1996	34.01	23.69	1996	86	25.28	0	910.2	51.32	17.95	24.23
27/03/1996	33.81	21.06	1996	87	25.29	0	910.8	53.49	18.76	21.76
28/03/1996	33.27	22.86	1996	88	25.05	0	911.6	58.44	19.09	24.22
29/03/1996	34.74	24.16	1996	89	25.4	0	911.6	50.26	18.28	25.24
30/03/1996	35.23	24.95	1996	90	25.66	0	909.7	48.4	17.11	25.58
31/03/1996	35.94	25.06	1996	91	26.61	0	908.9	47.9	18.41	25.62
01/04/1996	32.97	24.37	1996	92	24.54	0.05	911	56.47	18.5	26
02/04/1996	30.15	20.45	1996	93	22.5	0.35	912.6	66.35	17.37	22.59
03/04/1996	32.36	20.2	1996	94	23.93	0.57	912.2	61.95	17.72	21.75
04/04/1996	35.49	27.4	1996	95	26	0.01	910.6	53.26	18.33	28.22
05/04/1996	35.92	23.47	1996	96	26.7	0	909.8	49.19	19.49	23.97
06/04/1996	35.13	23.65	1996	97	26.53	0.09	908.5	48.41	18.72	24.14
07/04/1996	31.77	19.08	1996	98	25.07	0.34	909.5	60.62	20.2	20.09
08/04/1996	32.93	19.73	1996	99	25.12	0.03	910.7	57.95	19.01	20.56
09/04/1996	28.01	19.51	1996	100	23.85	0.48	911.5	67.18	20.66	20.14
10/04/1996	29.54	14.04	1996	101	23.29	1.98	913	72.27	19.58	15.65
11/04/1996	28.86	20.48	1996	102	23	0.22	914.1	66.39	18.29	22.28
12/04/1996	32.79	22.64	1996	103	24.79	0.01	912.2	60.19	17.97	23.11
13/04/1996	31.34	24.08	1996	104	25.72	0.04	910.7	59.9	21.1	24.58
14/04/1996	32.33	22.86	1996	105	25.62	0.56	910.4	61.75	20.76	23.41
15/04/1996	32.97	22	1996	106	25.93	1.39	911	58.89	20.54	22.9
16/04/1996	27.68	21.6	1996	107	22.92	1.43	912.9	74.34	19.61	22.73
17/04/1996	31.11	18.54	1996	108	23.7	2.18	913.4	66.62	18.3	19.93
18/04/1996	32.39	21.38	1996	109	24.88	0.08	913	60.28	18.9	22.45
19/04/1996	32.74	19.4	1996	110	24.97	0.03	912.6	57.52	19.04	20.55
20/04/1996	33.8	18.22	1996	111	25.35	0.7	911.4	55.29	18.92	18.97
21/04/1996	32.9	21.35	1996	112	25.04	2.03	911.4	58.58	19.07	21.98
22/04/1996	33.25	19.08	1996	113	25.57	0.22	911.7	54.5	19.47	19.65
23/04/1996	33.88	21.64	1996	114	25.57	3.27	912.9	55.25	19.47	22.51
24/04/1996	29.88	21.78	1996	115	23.31	11.32	914.1	68.73	19.58	23.38
25/04/1996	30.97	24.41	1996	116	23.77	0.09	912.8	63.6	18.34	25.96
26/04/1996	32.13	18.25	1996	117	24.52	0.88	910.5	68.09	19.39	18.71
27/04/1996	27.71	14.8	1996	118	22.79	7.43	910.6	82.27	20.01	15.51
28/04/1996	32.1	17.82	1996	119	24.72	0.35	910.4	65.66	18.92	18.85
29/04/1996	32.44	20.63	1996	120	25.56	0.44	910.7	62.65	20.28	21.13
30/04/1996	28.63	13.14	1996	121	24.08	0.22	912.6	70.38	20.76	14.38
01/05/1996	30.83	16.06	1996	122	24.15	0.27	912.4	67.65	19.86	17.88
02/05/1996	30.01	19.73	1996	123	23.87	0.1	911.8	69.37	19.22	20.8
03/05/1996	28.86	18.61	1996	124	23.76	0.73	911.5	73.45	19.67	19.41
04/05/1996	29.48	14.8	1996	125	23.83	2.87	911.4	78.13	20.48	15.46
05/05/1996	30.06	15.19	1996	126	24.12	0.34	912.2	68.5	20.61	16.63
06/05/1996	31.48	15.48	1996	127	24.43	2.12	912.1	68.83	19.83	17.01
07/05/1996	32.46	18.58	1996	128	24.96	0.42	912.4	62.94	19.57	20.02
08/05/1996	32.39	22.75	1996	129	24.89	5.32	912.2	64.4	19.97	24.22
09/05/1996	31.49	16.6	1996	130	24.35	10.33	912.1	73.59	20.06	17.77
10/05/1996	28.73	24.8	1996	131	23.87	0.3	912.3	73.57	20.46	25.86
11/05/1996	32.34	24.01	1996	132	25.11	0.02	911.9	62.02	20.16	25.33
12/05/1996	30.39	21.96	1996	133	24.15	0.11	912.3	67.3	19.69	23.83
13/05/1996	28.97	20.41	1996	134	23.34	0.4	913.1	71.49	19.39	21.98
14/05/1996	28.42	19.26	1996	135	23.21	0.59	913.3	71.89	19.6	20.76
15/05/1996	29.56	19.04	1996	136	23.42	1.15	912.8	72.23	19.24	20.36
16/05/1996	27.06	14.65	1996	137	22.47	3.19	912.2	74.29	19.68	15.62
17/05/1996	25.74	12.53	1996	138	21.09	3.51	912.1	79.72	18.66	13.38
18/05/1996	27.5	17.17	1996	139	21.9	5.02	911.8	80.56	18.52	17.83
19/05/1996	28.15	19.4	1996	140	22.92	14.41	911.3	79.42	19	20.22
20/05/1996	26.59	19.73	1996	141	22.43	15.19	910.2	88.07	20.04	21.01
21/05/1996	27.38	16.2	1996	142	22.84	1.96	910.6	81.28	19.29	17.53
22/05/1996	25.62	17.82	1996	143	22.12	11.88	911.3	87.78	19.66	18.78
23/05/1996	29.2	20.48	1996	144	23.3	3.67	911.3	76.99	19.36	21.27
24/05/1996	28.87	15.62	1996	145	23.45	4.52	911.6	70.48	19.11	16.44
25/05/1996	29.12	20.3	1996	146	22.87	2.14	911.9	72.35	18.28	20.87
26/05/1996	30.02	22.25	1996	147	23.43	1.29	911.3	74.15	18.02	22.81
27/05/1996	32.69	25.7	1996	148	25.14	0.28	911.6	64.58	20.23	26.43
28/05/1996	29.57	21.31	1996	149	24.2	0.13	911.5	70.49	20.08	21.95
29/05/1996	30.82	21.31	1996	150	24.45	0.18	911.5	69.27	19.67	22.31
30/05/1996	31.32	20.77	1996	151	24.93	1.09	911.6	65.41	19.3	21.54
31/05/1996	32.6	22.97	1996	152	25.39	0.36	911.4	62.53	19.7	23.54
01/06/1996	30.58	23.18	1996	153	24.15	0.56	912	70.62	19.73	23.84
02/06/1996	29.94	15.16	1996	154	24.07	6.54	912.3	73.37	20.13	16.07
03/06/1996	27.82	20.7	1996	155	23.12	8.91	912.5	79.24	20	21.61
04/06/1996	27.16	20.16	1996	156	22.35	2.46	913.2	77.3	19.06	21.45
05/06/1996	30.78	23.18	1996	157	23.98	0.77	913.4	70.07	18.63	24.41
06/06/1996	30.68	23.9	1996	158	24.46	0.08	912.7	70.65	19.5	25.09
07/06/1996	32.53	26.21	1996	159	25.29	0.25	911.8	62.48	20.11	27.08
08/06/1996	31.33	22.07	1996	160	24.69	1.89	911.7	68.76	19.94	22.97
09/06/1996	27.54	22.03	1996	161	23.35	4.23	912.4	81.43	20.61	22.45
10/06/1996	27.49	20.2	1996	162	23.16	0.42	912.1	81.28	20.42	20.69
11/06/1996	27.38	15.12	1996	163	23.25	1.36	911.4	77.94	20.62	15.88
12/06/1996	32.87	18.72	1996	164	25.17	1.58	911.1	63.28	19.25	19.26
13/06/1996	31.04	22.86	1996	165	24.55	1.98	911.8	66.59	19.06	23.42
14/06/1996	32.45	24.3	1996	166	25.14	1.08	911.3	67.58	19.83	24.84
15/06/1996	29.69	21.46	1996	167	24.47	1.81	910.5	73.4	20.97	21.98
16/06/1996	31.4	21.17	1996	168	24.59	3.75	910.2	71.3	19.79	22.07
17/06/1996	30.22	22.79	1996	169	24.41	1.43	910.1	72.55	20.2	23.62
18/06/1996	27.8	16.06	1996	170	23.29	3.09	909.8	82.86	20.53	16.62
19/06/1996	25.04	22.21	1996	171	22.53	2.58	910.7	88.15	20.76	22.61
20/06/1996	30.25	22.03	1996	172	23.89	4.49	910.8	76.64	19.77	22.67
21/06/1996	32.11	21.24	1996	173	25.17	2.53	910.5	65.04	20.43	21.86
22/06/1996	32.48	18.04	1996	174	25.34	0.5	911.1	62.49	20.18	18.33
23/06/1996	31.32	24.05	1996	175	24.77	1.24	912	71.94	20.76	24.54
24/06/1996	29.19	15.23	1996	176	24.44	0.28	912.4	74.25	21.16	15.85
25/06/1996	27.47	22.14	1996	177	23.16	3.4	912.3	81.52	20.59	22.93
26/06/1996	27.01	14.83	1996	178	22.34	2.97	913.2	78.37	19.62	15.57
27/06/1996	27.2	17.17	1996	179	22.63	1.36	912	76.07	19.79	17.74
28/06/1996	28.27	21.1	1996	180	22.74	2.1	912.7	74.58	19.09	21.62
29/06/1996	29.04	19.4	1996	181	23.07	1.03	913.4	73.53	19.09	20.41
30/06/1996	29.95	23.33	1996	182	23.38	1.46	912.8	70.7	18.74	24.95
01/07/1996	27.9	14.8	1996	183	22.15	5.98	911.8	82.08	18.88	15.75
02/07/1996	27.71	15.23	1996	184	22.64	4.37	912	80.59	19.24	16.17
03/07/1996	26.81	17.89	1996	185	22.39	5.87	910.7	83.64	19.54	18.98
04/07/1996	25.77	17.06	1996	186	22.12	4.54	910.1	83.22	19.34	17.66
05/07/1996	26.87	13.72	1996	187	22.17	2.69	912	82.13	18.99	14.91
06/07/1996	31.34	25.63	1996	188	24.55	0.04	913.5	64.88	17.98	26.39
07/07/1996	32.25	24.98	1996	189	25.25	0.11	912.7	57.65	19.83	25.63
